cap-texture,spore-pattern,stem-flexibility,ring-thickness,cap-shape,cap-surface,cap-color,gill-attachment,stalk-shape,veil-type,veil-color,ring-number,population,habitat,class
i,m,i,c,f,y,y,f,e,p,w,o,s,g,e
n,i,d,b,b,s,w,f,e,p,w,o,s,g,e
b,m,h,b,x,y,y,f,e,p,w,o,n,m,e
r,e,f,b,x,f,n,f,e,p,w,o,v,u,e
r,e,g,c,f,y,n,f,e,p,w,o,y,g,e
n,a,j,a,x,s,w,f,e,p,w,o,n,m,e
b,e,c,a,x,s,y,f,e,p,w,o,n,g,e
g,n,e,b,b,y,y,f,e,p,w,o,n,g,e
d,j,f,a,f,y,y,f,e,p,w,o,s,p,e
b,d,d,a,x,y,y,f,e,p,w,o,n,g,e
l,h,f,c,x,y,w,f,e,p,w,o,n,m,e
s,f,j,a,f,f,w,f,t,p,w,o,v,d,e
d,g,i,a,s,f,g,f,e,p,w,o,y,u,e
a,e,a,b,f,s,y,f,t,p,w,o,v,d,e
d,j,j,c,f,f,g,f,e,p,w,o,y,u,e
a,b,h,c,x,f,n,f,e,p,w,o,y,u,e
c,l,h,b,b,y,w,f,e,p,w,o,n,g,e
l,l,b,a,x,s,w,f,t,p,w,o,v,d,e
c,e,i,b,b,y,y,f,e,p,w,o,s,m,e
j,o,b,a,b,y,y,f,e,p,w,o,s,m,e
d,m,c,c,b,y,y,f,e,p,w,o,s,g,e
f,b,h,a,f,s,w,f,t,p,w,o,v,d,e
o,f,j,c,f,f,g,f,e,p,w,o,y,u,e
n,h,h,c,f,s,w,f,t,p,w,o,v,d,e
j,h,a,a,f,y,y,f,e,p,w,o,y,g,e
i,j,a,b,x,y,w,f,e,p,w,o,s,m,e
o,i,a,a,s,f,n,f,e,p,w,o,y,u,e
f,o,c,c,x,y,n,f,e,p,w,o,s,p,e
c,m,c,a,x,y,n,f,e,p,w,o,s,p,e
m,g,e,b,f,f,y,f,t,p,w,o,v,d,e
n,b,i,b,f,s,n,f,e,p,w,o,s,g,p
b,l,j,c,x,s,n,f,e,p,w,o,v,u,p
p,o,h,b,f,y,n,f,e,p,w,o,s,p,e
m,j,b,a,x,y,y,f,e,p,w,o,s,g,e
o,a,c,c,b,s,y,f,e,p,w,o,n,m,e
j,m,c,a,f,f,w,f,t,p,w,o,a,g,e
a,k,a,b,f,y,n,f,e,p,w,o,s,g,e
e,k,e,b,x,y,w,f,e,p,w,o,s,g,e
r,i,h,c,b,s,y,f,e,p,w,o,n,m,e
i,a,b,a,x,s,y,f,e,p,w,o,n,g,e
r,o,i,b,b,y,y,f,e,p,w,o,n,g,e
e,o,b,b,x,s,w,f,e,p,w,o,n,m,e
m,h,g,c,b,s,y,f,e,p,w,o,s,m,e
i,n,f,a,b,y,y,f,e,p,w,o,s,g,e
n,g,g,b,x,s,n,f,e,p,w,o,v,g,p
r,g,c,a,x,s,g,f,t,p,w,o,s,g,e
a,j,a,a,f,s,n,f,t,p,w,o,a,g,e
c,n,b,c,x,f,w,f,t,p,w,o,v,d,e
d,n,i,b,f,f,g,f,e,p,w,o,v,u,e
a,i,i,a,f,f,n,f,e,p,w,o,y,u,e
s,l,a,b,b,y,y,f,e,p,w,o,s,g,e
g,b,i,c,x,f,w,f,t,p,w,o,v,d,e
b,o,h,b,s,f,g,f,e,p,w,o,v,u,e
q,l,e,a,x,f,n,f,e,p,w,o,v,u,e
g,m,g,c,x,f,w,f,t,p,w,o,a,g,e
g,c,j,b,x,y,n,f,e,p,w,o,y,p,e
r,l,a,b,b,s,y,f,e,p,w,o,n,g,e
b,m,b,a,x,y,w,f,e,p,w,o,s,g,e
f,i,e,c,x,y,y,f,e,p,w,o,n,g,e
l,l,a,a,x,s,w,f,e,p,w,o,n,m,e
m,k,d,c,b,s,w,f,e,p,w,o,s,g,e
o,e,g,b,f,y,y,f,e,p,w,o,y,p,e
g,g,c,b,x,s,n,f,e,p,w,o,s,u,p
b,d,g,a,f,f,g,f,e,p,w,o,y,u,e
q,d,e,a,b,s,y,f,e,p,w,o,s,g,e
d,g,c,a,f,y,n,f,e,p,w,o,s,p,e
g,o,e,a,x,s,y,f,e,p,w,o,s,m,e
a,k,a,a,x,f,n,f,e,p,w,o,y,u,e
g,g,h,a,f,y,y,f,e,p,w,o,y,p,e
f,b,j,c,x,y,n,f,e,p,w,o,y,p,e
m,b,c,b,x,s,w,f,e,p,w,o,s,g,e
e,n,f,c,x,y,w,f,e,p,w,o,s,g,p
l,j,e,b,f,y,n,f,e,p,w,o,y,p,e
j,k,a,c,f,s,n,f,e,p,w,o,s,g,p
c,j,f,a,x,f,w,f,t,p,w,o,s,g,e
b,a,h,c,b,y,w,f,e,p,w,o,s,m,e
c,n,f,b,s,f,n,f,e,p,w,o,v,u,e
j,a,g,b,x,y,y,f,e,p,w,o,s,m,e
n,b,a,b,f,s,w,f,t,p,w,o,v,d,e
r,k,e,a,x,s,y,f,e,p,w,o,s,m,e
h,o,a,b,f,f,g,f,t,p,w,o,s,g,e
h,c,i,a,x,y,w,f,e,p,w,o,s,g,p
o,a,f,c,x,y,y,f,e,p,w,o,s,g,e
p,c,c,c,f,f,n,f,t,p,w,o,a,g,e
f,d,f,b,x,s,w,f,e,p,w,o,s,m,e
r,o,f,a,b,y,y,f,e,p,w,o,s,m,e
p,n,g,a,f,f,g,f,e,p,w,o,v,u,e
n,d,h,a,x,f,y,f,t,p,w,o,v,d,e
r,h,b,b,x,s,y,f,e,p,w,o,n,m,e
i,h,a,a,f,f,n,f,e,p,w,o,y,u,e
b,h,f,b,x,f,g,f,t,p,w,o,s,g,e
m,h,c,c,x,y,y,f,e,p,w,o,s,p,e
d,o,j,a,f,s,w,f,t,p,w,o,v,d,e
b,b,g,b,x,s,y,f,e,p,w,o,s,g,e
a,o,i,c,f,y,y,f,e,p,w,o,y,p,e
l,h,b,c,x,y,n,f,e,p,w,o,v,u,p
k,k,g,b,x,f,w,f,t,p,w,o,v,d,e
d,g,f,c,x,s,w,f,e,p,w,o,n,g,e
h,j,h,b,x,y,y,f,e,p,w,o,n,m,e
q,o,h,a,b,s,y,f,e,p,w,o,s,g,e
m,a,e,c,x,s,y,f,t,p,w,o,v,d,e
e,h,e,b,x,s,y,f,t,p,w,o,v,d,e
s,l,j,c,x,f,w,f,t,p,w,o,s,g,e
f,k,h,b,b,s,w,f,e,p,w,o,s,m,e
m,a,d,a,x,y,w,f,e,p,w,o,v,g,p
j,e,e,c,x,y,y,f,e,p,w,o,n,g,e
c,j,g,a,f,s,g,f,t,p,w,o,s,g,e
d,k,g,b,x,s,n,f,e,p,w,o,s,g,p
j,f,j,a,b,y,w,f,e,p,w,o,n,m,e
g,e,j,a,x,s,w,f,e,p,w,o,n,m,e
a,m,f,a,f,f,y,f,t,p,w,o,v,d,e
j,h,h,c,x,s,y,f,e,p,w,o,n,g,e
s,l,d,c,b,y,w,f,e,p,w,o,n,g,e
r,h,b,c,x,y,n,f,e,p,w,o,y,g,e
q,n,d,c,x,s,y,f,e,p,w,o,s,g,e
m,c,b,b,x,f,n,f,e,p,w,o,v,u,e
r,l,j,a,x,s,y,f,e,p,w,o,s,g,e
e,k,g,b,x,y,y,f,e,p,w,o,y,g,e
f,g,d,c,x,s,n,f,e,p,w,o,s,g,p
h,n,e,b,x,s,w,f,e,p,w,o,n,m,e
k,h,h,b,x,s,y,f,e,p,w,o,s,m,e
c,m,d,b,x,y,w,f,e,p,w,o,n,g,e
c,k,h,a,x,y,y,f,e,p,w,o,y,g,e
b,m,f,c,f,y,y,f,e,p,w,o,s,g,e
a,g,i,c,x,y,w,f,e,p,w,o,s,m,e
p,a,f,a,s,f,g,f,e,p,w,o,v,u,e
l,n,a,b,f,f,n,f,e,p,w,o,y,u,e
m,c,c,a,s,f,g,f,e,p,w,o,v,u,e
o,e,a,a,x,y,w,f,e,p,w,o,n,m,e
h,e,a,c,x,s,w,f,e,p,w,o,s,u,p
b,c,i,a,x,s,g,f,t,p,w,o,s,g,e
i,a,g,c,x,y,y,f,e,p,w,o,s,g,e
e,c,h,b,x,y,w,f,e,p,w,o,s,g,p
l,k,g,c,x,s,y,f,e,p,w,o,n,m,e
h,o,f,a,x,s,n,f,e,p,w,o,v,u,p
b,k,g,a,b,s,y,f,e,p,w,o,n,m,e
j,e,a,b,b,y,w,f,e,p,w,o,s,m,e
o,g,j,b,x,y,w,f,e,p,w,o,s,g,p
n,e,d,b,x,s,n,f,e,p,w,o,s,u,p
j,m,b,c,x,s,g,f,t,p,w,o,a,g,e
p,m,i,b,x,y,n,f,e,p,w,o,y,g,e
a,m,j,c,f,f,w,f,t,p,w,o,a,g,e
p,g,i,a,f,y,n,f,e,p,w,o,s,p,e
c,h,a,c,b,y,w,f,e,p,w,o,s,m,e
r,n,f,c,b,s,w,f,e,p,w,o,n,g,e
d,i,e,c,x,s,g,f,t,p,w,o,s,g,e
e,h,j,c,f,y,n,f,e,p,w,o,y,g,e
g,a,e,c,x,s,w,f,e,p,w,o,s,m,e
k,k,b,c,f,f,g,f,e,p,w,o,v,u,e
o,n,e,a,f,s,n,f,t,p,w,o,a,g,e
i,b,d,b,x,f,g,f,t,p,w,o,s,g,e
k,f,b,c,f,s,w,f,t,p,w,o,a,g,e
m,g,b,c,x,s,w,f,e,p,w,o,s,u,p
r,m,a,c,x,y,y,f,e,p,w,o,s,g,e
a,n,f,a,b,s,w,f,e,p,w,o,s,g,e
f,g,d,b,f,f,g,f,t,p,w,o,a,g,e
b,k,e,a,b,y,w,f,e,p,w,o,s,g,e
r,k,h,c,b,s,y,f,e,p,w,o,n,m,e
b,g,i,c,s,f,g,f,e,p,w,o,y,u,e
a,m,i,b,f,y,y,f,e,p,w,o,s,g,e
p,c,d,b,b,s,w,f,e,p,w,o,n,g,e
g,e,h,b,x,f,w,f,t,p,w,o,v,d,e
c,i,h,a,f,y,y,f,e,p,w,o,s,p,e
k,h,i,a,f,f,g,f,e,p,w,o,y,u,e
r,e,d,a,x,s,w,f,e,p,w,o,s,m,e
f,e,e,b,f,f,y,f,t,p,w,o,v,d,e
b,c,b,c,s,f,g,f,e,p,w,o,y,u,e
h,b,f,a,b,y,w,f,e,p,w,o,s,g,e
f,f,b,b,b,s,w,f,e,p,w,o,n,g,e
e,l,j,b,f,f,n,f,t,p,w,o,s,g,e
i,b,e,a,b,y,y,f,e,p,w,o,n,m,e
q,d,j,a,x,f,n,f,t,p,w,o,v,d,e
k,a,f,a,x,y,n,f,e,p,w,o,s,g,e
p,g,c,c,x,y,n,f,e,p,w,o,s,g,e
c,i,f,a,b,y,y,f,e,p,w,o,s,m,e
p,k,d,b,f,y,y,f,e,p,w,o,s,g,e
q,h,f,c,x,y,y,f,e,p,w,o,n,m,e
q,j,b,a,x,s,n,f,t,p,w,o,s,g,e
q,l,g,b,x,y,w,f,e,p,w,o,s,m,e
i,k,g,b,b,y,y,f,e,p,w,o,n,m,e
k,o,h,b,x,y,n,f,e,p,w,o,y,g,e
g,i,h,c,f,y,n,f,e,p,w,o,s,p,e
m,a,e,a,f,y,n,f,e,p,w,o,y,g,e
q,a,a,b,f,y,y,f,e,p,w,o,s,p,e
s,e,e,b,x,s,y,f,t,p,w,o,v,d,e
h,o,i,b,b,y,w,f,e,p,w,o,s,m,e
j,f,j,b,b,s,w,f,e,p,w,o,n,m,e
p,m,d,a,x,y,y,f,e,p,w,o,s,g,e
i,a,i,c,f,f,w,f,t,p,w,o,v,d,e
j,f,d,c,x,s,y,f,e,p,w,o,s,g,e
i,b,b,c,b,s,y,f,e,p,w,o,n,m,e
k,g,h,a,f,y,y,f,e,p,w,o,y,g,e
h,f,e,a,x,y,n,f,e,p,w,o,s,g,p
o,g,b,c,x,y,w,f,e,p,w,o,v,u,p
l,i,j,a,x,s,y,f,e,p,w,o,s,g,e
p,o,e,c,f,f,w,f,t,p,w,o,s,g,e
f,o,d,c,b,s,y,f,e,p,w,o,n,g,e
l,f,g,a,x,y,y,f,e,p,w,o,y,p,e
p,e,h,b,f,f,g,f,e,p,w,o,y,u,e
n,b,j,a,b,s,w,f,e,p,w,o,s,g,e
r,a,c,a,x,s,w,f,e,p,w,o,s,m,e
l,n,f,c,x,y,n,f,e,p,w,o,s,g,p
o,a,h,a,x,s,n,f,e,p,w,o,s,g,p
a,m,b,c,b,s,w,f,e,p,w,o,s,g,e
f,n,b,c,b,s,y,f,e,p,w,o,n,m,e
m,d,d,c,f,y,n,f,e,p,w,o,s,g,e
d,b,a,c,x,y,y,f,e,p,w,o,y,g,e
m,a,g,c,f,y,y,f,e,p,w,o,y,p,e
d,k,e,c,x,y,w,f,e,p,w,o,n,g,e
s,c,e,b,x,s,y,f,e,p,w,o,s,g,e
j,j,i,a,f,f,n,f,e,p,w,o,v,u,e
a,c,j,b,f,f,n,f,t,p,w,o,a,g,e
n,h,b,a,x,f,y,f,t,p,w,o,v,d,e
m,b,f,a,f,y,y,f,e,p,w,o,s,p,e
f,e,i,a,f,f,n,f,e,p,w,o,y,u,e
s,g,h,c,f,f,g,f,e,p,w,o,v,u,e
i,k,c,c,x,y,n,f,e,p,w,o,y,g,e
f,f,d,c,x,y,y,f,e,p,w,o,y,p,e
k,c,e,c,b,s,w,f,e,p,w,o,s,m,e
g,k,j,c,x,s,w,f,t,p,w,o,v,d,e
c,f,a,a,x,y,w,f,e,p,w,o,n,m,e
d,m,f,b,x,f,y,f,t,p,w,o,v,d,e
m,h,e,b,b,s,y,f,e,p,w,o,n,g,e
d,e,e,a,x,f,n,f,t,p,w,o,v,d,e
d,c,f,b,x,y,w,f,e,p,w,o,n,m,e
c,b,g,c,f,f,g,f,e,p,w,o,v,u,e
n,a,h,c,b,y,w,f,e,p,w,o,s,m,e
p,b,j,b,x,y,y,f,e,p,w,o,n,m,e
i,k,i,b,x,s,w,f,e,p,w,o,s,g,e
k,h,f,c,b,s,y,f,e,p,w,o,s,g,e
n,j,j,b,b,y,w,f,e,p,w,o,s,g,e
q,e,f,a,x,y,n,f,e,p,w,o,s,p,e
p,e,c,b,f,s,g,f,t,p,w,o,a,g,e
d,g,g,b,x,y,n,f,e,p,w,o,s,g,p
l,m,i,a,b,y,w,f,e,p,w,o,s,g,e
p,j,d,c,b,s,y,f,e,p,w,o,s,m,e
c,b,b,b,x,y,n,f,e,p,w,o,v,g,p
i,b,g,c,x,s,n,f,e,p,w,o,v,u,p
e,j,c,a,f,s,n,f,t,p,w,o,a,g,e
s,j,h,c,x,s,n,f,e,p,w,o,s,g,p
l,e,e,b,f,f,g,f,t,p,w,o,a,g,e
d,d,d,c,x,y,y,f,e,p,w,o,s,p,e
g,j,a,c,b,y,w,f,e,p,w,o,n,m,e
d,o,e,c,f,y,y,f,e,p,w,o,s,p,e
j,n,f,c,f,y,y,f,e,p,w,o,y,p,e
n,l,c,c,b,y,y,f,e,p,w,o,n,m,e
q,e,d,a,s,f,n,f,e,p,w,o,y,u,e
c,m,e,c,x,s,w,f,e,p,w,o,n,m,e
c,g,e,c,b,y,y,f,e,p,w,o,n,m,e
b,c,c,c,f,y,y,f,e,p,w,o,s,p,e
o,b,b,b,f,s,n,f,t,p,w,o,a,g,e
j,o,h,b,x,s,w,f,e,p,w,o,s,m,e
b,c,b,a,b,y,y,f,e,p,w,o,n,g,e
e,i,b,c,b,y,y,f,e,p,w,o,s,g,e
p,a,j,c,b,y,y,f,e,p,w,o,s,m,e
h,o,a,a,b,s,w,f,e,p,w,o,s,m,e
m,e,e,c,x,y,y,f,e,p,w,o,s,p,e
r,i,i,c,x,y,n,f,e,p,w,o,s,g,e
n,f,a,c,s,f,n,f,e,p,w,o,v,u,e
q,a,c,b,f,y,n,f,e,p,w,o,s,g,e
g,f,d,b,x,s,w,f,e,p,w,o,n,g,e
n,h,i,a,f,s,y,f,t,p,w,o,v,d,e
m,i,i,b,x,s,n,f,t,p,w,o,a,g,e
f,a,e,a,f,y,y,f,e,p,w,o,s,g,e
o,c,d,a,x,y,n,f,e,p,w,o,v,g,p
r,f,h,a,x,s,w,f,e,p,w,o,n,g,e
m,f,c,c,x,f,w,f,t,p,w,o,s,g,e
d,h,f,a,b,s,w,f,e,p,w,o,s,m,e
n,h,a,c,x,y,w,f,e,p,w,o,s,m,e
g,n,d,c,f,y,y,f,e,p,w,o,y,g,e
l,f,d,a,x,f,n,f,t,p,w,o,s,g,e
c,n,e,c,x,s,w,f,e,p,w,o,s,g,p
n,o,g,b,x,y,w,f,e,p,w,o,s,u,p
i,l,g,b,x,y,w,f,e,p,w,o,n,g,e
p,b,f,a,b,y,w,f,e,p,w,o,s,g,e
i,m,h,a,x,f,w,f,t,p,w,o,v,d,e
l,a,e,a,x,y,w,f,e,p,w,o,s,u,p
l,a,d,c,x,s,w,f,e,p,w,o,s,g,e
c,g,j,b,x,f,g,f,e,p,w,o,v,u,e
r,j,c,b,x,f,n,f,e,p,w,o,v,u,e
g,a,a,b,b,s,w,f,e,p,w,o,s,m,e
n,d,c,c,x,y,n,f,e,p,w,o,s,g,e
k,a,c,b,b,y,w,f,e,p,w,o,n,m,e
d,g,b,b,f,y,y,f,e,p,w,o,s,p,e
s,g,i,c,x,y,w,f,e,p,w,o,n,g,e
c,f,f,b,b,y,w,f,e,p,w,o,s,g,e
d,g,h,b,b,y,w,f,e,p,w,o,s,m,e
f,b,g,a,x,s,n,f,e,p,w,o,v,u,p
f,b,i,b,f,s,y,f,t,p,w,o,v,d,e
h,m,c,b,x,y,n,f,e,p,w,o,s,p,e
s,j,h,a,b,s,y,f,e,p,w,o,n,g,e
a,h,a,c,f,s,w,f,t,p,w,o,v,d,e
d,m,a,c,b,y,y,f,e,p,w,o,s,g,e
q,k,b,a,b,y,y,f,e,p,w,o,n,m,e
o,o,i,b,b,s,y,f,e,p,w,o,n,g,e
q,m,h,a,f,y,y,f,e,p,w,o,y,g,e
m,f,d,b,x,s,w,f,t,p,w,o,a,g,e
l,e,i,b,b,y,y,f,e,p,w,o,n,m,e
r,k,j,a,x,y,n,f,e,p,w,o,y,p,e
i,a,d,a,b,s,w,f,e,p,w,o,n,g,e
s,d,c,b,f,y,n,f,e,p,w,o,y,g,e
k,e,a,b,x,s,w,f,e,p,w,o,n,g,e
e,l,c,c,x,f,n,f,e,p,w,o,v,u,e
j,b,h,a,x,y,n,f,e,p,w,o,s,p,e
c,n,h,a,f,f,g,f,t,p,w,o,a,g,e
k,g,b,a,x,s,w,f,t,p,w,o,v,d,e
b,n,b,a,f,f,n,f,e,p,w,o,y,u,e
e,b,b,a,b,y,y,f,e,p,w,o,s,m,e
q,i,c,a,b,s,w,f,e,p,w,o,n,m,e
s,h,d,b,x,s,w,f,e,p,w,o,n,g,e
m,a,a,b,b,s,y,f,e,p,w,o,s,m,e
e,l,j,a,x,y,y,f,e,p,w,o,n,m,e
j,m,i,a,x,s,y,f,t,p,w,o,v,d,e
p,g,g,a,f,f,g,f,t,p,w,o,a,g,e
b,f,e,a,x,y,y,f,e,p,w,o,s,g,e
p,c,d,c,x,y,n,f,e,p,w,o,s,u,p
a,h,i,a,x,y,n,f,e,p,w,o,y,g,e
n,n,d,c,x,s,y,f,e,p,w,o,n,g,e
s,h,a,b,b,y,w,f,e,p,w,o,n,m,e
n,k,c,b,x,y,y,f,e,p,w,o,s,m,e
a,g,j,a,s,f,n,f,e,p,w,o,y,u,e
c,i,c,a,b,y,y,f,e,p,w,o,s,m,e
g,d,i,b,x,s,w,f,e,p,w,o,s,m,e
l,m,d,b,x,s,w,f,e,p,w,o,n,g,e
b,m,f,b,x,s,n,f,e,p,w,o,v,g,p
j,d,d,b,x,f,n,f,e,p,w,o,v,u,e
s,e,a,c,x,y,y,f,e,p,w,o,n,g,e
h,j,a,c,x,y,n,f,e,p,w,o,s,g,p
l,d,f,b,x,y,y,f,e,p,w,o,y,p,e
o,n,h,b,b,y,y,f,e,p,w,o,s,g,e
e,c,f,c,f,y,n,f,e,p,w,o,y,p,e
e,c,g,b,x,y,w,f,e,p,w,o,n,g,e
e,b,b,c,x,s,y,f,e,p,w,o,n,g,e
j,n,a,c,x,y,n,f,e,p,w,o,v,g,p
i,l,h,b,x,y,n,f,e,p,w,o,s,u,p
c,m,j,b,b,y,y,f,e,p,w,o,n,g,e
f,o,b,c,x,s,w,f,t,p,w,o,s,g,e
m,g,h,a,x,s,w,f,e,p,w,o,v,g,p
k,b,g,a,x,y,n,f,e,p,w,o,s,p,e
g,k,e,c,b,s,w,f,e,p,w,o,n,m,e
p,e,b,a,x,y,y,f,e,p,w,o,n,g,e
p,m,d,c,x,s,n,f,e,p,w,o,v,u,p
h,b,e,a,b,y,y,f,e,p,w,o,n,g,e
i,g,g,a,b,y,w,f,e,p,w,o,n,g,e
b,d,g,c,f,y,y,f,e,p,w,o,s,g,e
l,l,g,a,b,y,w,f,e,p,w,o,s,g,e
k,c,e,a,x,y,y,f,e,p,w,o,y,g,e
r,b,c,b,b,s,y,f,e,p,w,o,s,m,e
q,j,j,b,x,s,y,f,t,p,w,o,v,d,e
q,o,f,a,b,s,y,f,e,p,w,o,n,m,e
k,e,f,a,b,s,y,f,e,p,w,o,n,m,e
q,k,b,b,x,y,w,f,e,p,w,o,v,u,p
c,m,f,c,x,y,w,f,e,p,w,o,v,g,p
n,f,d,a,x,s,n,f,e,p,w,o,v,u,p
l,k,h,b,x,s,w,f,e,p,w,o,s,m,e
r,a,a,b,x,y,n,f,e,p,w,o,y,g,e
c,e,j,b,x,y,y,f,e,p,w,o,y,g,e
m,h,d,b,x,s,w,f,t,p,w,o,v,d,e
d,f,c,c,b,y,w,f,e,p,w,o,n,g,e
f,g,i,b,b,s,y,f,e,p,w,o,n,m,e
g,e,d,b,x,f,g,f,e,p,w,o,v,u,e
i,k,h,a,b,s,y,f,e,p,w,o,s,m,e
h,j,b,a,x,s,w,f,e,p,w,o,s,g,e
m,h,g,a,x,y,n,f,e,p,w,o,s,p,e
c,e,f,c,x,y,y,f,e,p,w,o,s,m,e
c,d,j,a,f,f,w,f,t,p,w,o,v,d,e
g,a,f,a,f,f,w,f,t,p,w,o,v,d,e
d,c,h,c,x,s,w,f,e,p,w,o,s,m,e
d,d,b,c,f,s,y,f,t,p,w,o,v,d,e
p,b,c,b,s,f,g,f,e,p,w,o,v,u,e
m,h,f,b,f,f,y,f,t,p,w,o,v,d,e
n,e,e,a,x,y,n,f,e,p,w,o,y,g,e
s,f,h,a,x,y,y,f,e,p,w,o,s,g,e
i,m,e,c,x,y,y,f,e,p,w,o,y,p,e
g,h,i,a,x,s,n,f,e,p,w,o,v,g,p
i,b,g,b,x,s,y,f,e,p,w,o,s,m,e
k,d,j,a,x,y,w,f,e,p,w,o,s,u,p
f,c,f,c,x,y,y,f,e,p,w,o,s,g,e
k,c,g,b,x,y,w,f,e,p,w,o,s,g,e
p,j,b,b,f,s,y,f,t,p,w,o,v,d,e
q,l,i,a,x,y,n,f,e,p,w,o,v,g,p
q,c,f,c,b,s,w,f,e,p,w,o,s,g,e
j,k,j,a,s,f,g,f,e,p,w,o,y,u,e
d,l,a,b,x,s,y,f,e,p,w,o,n,g,e
n,i,f,b,x,f,g,f,t,p,w,o,s,g,e
f,a,d,c,x,y,y,f,e,p,w,o,s,m,e
n,f,i,a,b,y,w,f,e,p,w,o,s,g,e
n,l,b,b,b,s,y,f,e,p,w,o,n,m,e
k,a,h,b,x,s,w,f,t,p,w,o,v,d,e
b,a,f,c,b,s,w,f,e,p,w,o,s,g,e
a,d,a,c,f,y,n,f,e,p,w,o,s,g,e
c,h,i,a,s,f,g,f,e,p,w,o,y,u,e
g,l,j,a,x,f,w,f,t,p,w,o,a,g,e
h,b,a,c,s,f,n,f,e,p,w,o,v,u,e
s,i,d,b,f,y,n,f,e,p,w,o,s,p,e
e,m,d,c,f,s,y,f,t,p,w,o,v,d,e
s,i,b,a,b,s,y,f,e,p,w,o,s,g,e
h,h,g,c,b,s,y,f,e,p,w,o,n,m,e
l,n,a,a,x,s,n,f,e,p,w,o,v,g,p
d,a,e,b,f,y,n,f,e,p,w,o,y,p,e
a,b,a,c,x,s,y,f,e,p,w,o,s,g,e
m,d,d,a,f,y,y,f,e,p,w,o,s,g,e
m,f,i,c,x,y,w,f,e,p,w,o,n,g,e
p,l,b,c,x,y,y,f,e,p,w,o,s,m,e
e,k,i,a,x,y,y,f,e,p,w,o,s,g,e
d,l,g,b,f,f,n,f,e,p,w,o,v,u,e
o,e,b,c,f,y,y,f,e,p,w,o,y,p,e
m,a,h,b,x,f,g,f,e,p,w,o,y,u,e
n,f,e,a,x,s,y,f,e,p,w,o,n,g,e
p,j,j,b,f,y,n,f,e,p,w,o,y,p,e
h,n,h,a,x,s,y,f,e,p,w,o,n,g,e
j,i,h,a,x,y,y,f,e,p,w,o,s,m,e
p,j,h,a,x,f,n,f,t,p,w,o,v,d,e
e,n,e,b,x,s,w,f,e,p,w,o,s,m,e
d,h,d,c,x,y,y,f,e,p,w,o,s,p,e
q,o,j,a,x,y,w,f,e,p,w,o,n,m,e
l,m,j,a,x,s,w,f,e,p,w,o,n,g,e
n,h,e,b,f,y,y,f,e,p,w,o,y,g,e
l,n,g,c,b,s,y,f,e,p,w,o,n,g,e
k,c,b,a,f,f,w,f,t,p,w,o,v,d,e
e,c,c,c,f,s,g,f,t,p,w,o,s,g,e
b,m,e,c,x,y,w,f,e,p,w,o,n,g,e
q,g,h,a,x,y,w,f,e,p,w,o,n,g,e
b,a,e,b,f,y,y,f,e,p,w,o,s,g,e
n,a,f,c,x,s,w,f,t,p,w,o,v,d,e
k,e,i,b,x,s,y,f,e,p,w,o,s,g,e
n,i,e,c,f,y,y,f,e,p,w,o,y,g,e
m,n,h,b,x,y,y,f,e,p,w,o,y,p,e
c,h,a,b,x,s,y,f,e,p,w,o,n,g,e
o,j,f,b,x,f,n,f,t,p,w,o,y,d,e
d,o,c,b,f,y,y,f,e,p,w,o,y,g,e
a,a,a,a,x,s,w,f,e,p,w,o,n,g,e
h,a,d,b,b,s,y,f,e,p,w,o,s,m,e
k,b,d,c,x,s,y,f,e,p,w,o,s,m,e
j,n,d,a,x,y,n,f,e,p,w,o,s,g,e
s,h,f,a,b,y,y,f,e,p,w,o,n,g,e
f,l,b,b,x,s,w,f,e,p,w,o,n,m,e
m,b,d,a,x,y,w,f,e,p,w,o,s,m,e
g,o,a,b,x,s,y,f,e,p,w,o,s,g,e
m,a,c,c,f,y,y,f,e,p,w,o,y,p,e
h,i,g,b,x,f,w,f,t,p,w,o,a,g,e
d,l,b,a,x,s,n,f,t,p,w,o,s,g,e
d,a,b,a,x,s,w,f,t,p,w,o,s,g,e
a,j,e,a,x,s,y,f,e,p,w,o,n,m,e
d,n,d,c,f,f,w,f,t,p,w,o,s,g,e
l,f,b,c,f,s,n,f,e,p,w,o,s,g,p
l,j,e,c,x,f,g,f,t,p,w,o,s,g,e
j,m,b,b,f,y,n,f,e,p,w,o,v,u,p
m,n,e,b,x,s,n,f,e,p,w,o,v,g,p
h,l,a,b,b,s,w,f,e,p,w,o,n,g,e
a,a,i,b,x,f,g,f,t,p,w,o,a,g,e
j,a,i,b,x,s,w,f,e,p,w,o,n,g,e
e,a,f,c,f,f,g,f,t,p,w,o,a,g,e
h,m,e,b,x,s,g,f,t,p,w,o,s,g,e
n,j,f,c,x,s,w,f,e,p,w,o,n,g,e
j,d,g,a,x,s,w,f,e,p,w,o,s,m,e
k,f,a,a,x,y,g,f,t,p,w,o,y,d,e
o,b,h,b,f,f,n,f,t,p,w,o,a,g,e
b,n,h,b,x,s,w,f,t,p,w,o,s,g,e
c,d,b,c,f,f,n,f,t,p,w,o,a,g,e
g,d,b,b,x,s,n,f,t,p,w,o,a,g,e
i,k,b,b,x,y,y,f,e,p,w,o,n,g,e
k,h,d,a,x,s,y,f,t,p,w,o,v,d,e
